Car_ID,Make,Model,Year,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP,image_url
61,Audi,200,1990,162.0,5.0,MANUAL,all wheel drive,Luxury,Midsize,Sedan,23,15,3105,2000,https://source.unsplash.com/600x400/?Audi+200+car
62,Audi,200,1991,217.0,5.0,MANUAL,all wheel drive,"Luxury, Performance",Midsize,Sedan,22,16,3105,2000,https://source.unsplash.com/600x400/?Audi+200+car
63,Audi,200,1991,217.0,5.0,MANUAL,all wheel drive,"Luxury, Performance",Midsize,Wagon,22,16,3105,2000,https://source.unsplash.com/600x400/?Audi+200+car
64,Audi,200,1991,162.0,5.0,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,20,16,3105,2000,https://source.unsplash.com/600x400/?Audi+200+car
65,Chrysler,200,2015,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,25170,https://source.unsplash.com/600x400/?Chrysler+200+car
66,Chrysler,200,2015,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,23950,https://source.unsplash.com/600x400/?Chrysler+200+car
67,Chrysler,200,2015,295.0,6.0,AUTOMATIC,all wheel drive,"Flex Fuel, Performance",Midsize,Sedan,29,18,1013,29370,https://source.unsplash.com/600x400/?Chrysler+200+car
68,Chrysler,200,2015,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,21995,https://source.unsplash.com/600x400/?Chrysler+200+car
69,Chrysler,200,2015,184.0,4.0,AUTOMATIC,front wheel drive,"Flex Fuel, Performance",Midsize,Sedan,36,23,1013,26625,https://source.unsplash.com/600x400/?Chrysler+200+car
70,Chrysler,200,2015,295.0,6.0,AUTOMATIC,all wheel drive,"Flex Fuel, Performance",Midsize,Sedan,29,18,1013,30825,https://source.unsplash.com/600x400/?Chrysler+200+car
71,Chrysler,200,2016,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,21995,https://source.unsplash.com/600x400/?Chrysler+200+car
72,Chrysler,200,2016,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,27795,https://source.unsplash.com/600x400/?Chrysler+200+car
73,Chrysler,200,2016,295.0,6.0,AUTOMATIC,all wheel drive,"Flex Fuel, Performance",Midsize,Sedan,29,18,1013,31785,https://source.unsplash.com/600x400/?Chrysler+200+car
74,Chrysler,200,2016,295.0,6.0,AUTOMATIC,all wheel drive,"Flex Fuel, Performance",Midsize,Sedan,29,18,1013,29905,https://source.unsplash.com/600x400/?Chrysler+200+car
75,Chrysler,200,2016,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,22490,https://source.unsplash.com/600x400/?Chrysler+200+car
76,Chrysler,200,2016,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,27570,https://source.unsplash.com/600x400/?Chrysler+200+car
77,Chrysler,200,2016,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,25690,https://source.unsplash.com/600x400/?Chrysler+200+car
78,Chrysler,200,2016,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,24490,https://source.unsplash.com/600x400/?Chrysler+200+car
79,Chrysler,200,2017,295.0,6.0,AUTOMATIC,all wheel drive,"Flex Fuel, Performance",Midsize,Sedan,28,18,1013,29905,https://source.unsplash.com/600x400/?Chrysler+200+car
80,Chrysler,200,2017,295.0,6.0,AUTOMATIC,all wheel drive,"Flex Fuel, Performance",Midsize,Sedan,28,18,1013,31785,https://source.unsplash.com/600x400/?Chrysler+200+car
81,Chrysler,200,2017,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,26685,https://source.unsplash.com/600x400/?Chrysler+200+car
82,Chrysler,200,2017,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,22490,https://source.unsplash.com/600x400/?Chrysler+200+car
83,Chrysler,200,2017,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,25690,https://source.unsplash.com/600x400/?Chrysler+200+car
84,Chrysler,200,2017,295.0,6.0,AUTOMATIC,all wheel drive,"Flex Fuel, Performance",Midsize,Sedan,28,18,1013,30900,https://source.unsplash.com/600x400/?Chrysler+200+car
85,Chrysler,200,2017,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,27795,https://source.unsplash.com/600x400/?Chrysler+200+car
86,Chrysler,200,2017,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,21995,https://source.unsplash.com/600x400/?Chrysler+200+car
87,Chrysler,200,2017,184.0,4.0,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Sedan,36,23,1013,24490,https://source.unsplash.com/600x400/?Chrysler+200+car
88,Nissan,200SX,1996,115.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,36,26,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
89,Nissan,200SX,1996,115.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,36,26,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
90,Nissan,200SX,1996,140.0,4.0,MANUAL,front wheel drive,Performance,Compact,Coupe,29,21,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
91,Nissan,200SX,1997,140.0,4.0,MANUAL,front wheel drive,Performance,Compact,Coupe,29,21,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
92,Nissan,200SX,1997,115.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,25,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
93,Nissan,200SX,1997,115.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,25,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
94,Nissan,200SX,1998,115.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,25,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
95,Nissan,200SX,1998,115.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,35,25,2009,2000,https://source.unsplash.com/600x400/?Nissan+200SX+car
96,Nissan,200SX,1998,140.0,4.0,MANUAL,front wheel drive,Performance,Compact,Coupe,28,20,2009,2073,https://source.unsplash.com/600x400/?Nissan+200SX+car
97,Nissan,240SX,1996,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,26,19,2009,3713,https://source.unsplash.com/600x400/?Nissan+240SX+car
98,Nissan,240SX,1996,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,26,19,2009,3520,https://source.unsplash.com/600x400/?Nissan+240SX+car
99,Nissan,240SX,1997,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,26,19,2009,3910,https://source.unsplash.com/600x400/?Nissan+240SX+car
100,Nissan,240SX,1997,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,26,19,2009,4182,https://source.unsplash.com/600x400/?Nissan+240SX+car
101,Nissan,240SX,1997,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,26,19,2009,4107,https://source.unsplash.com/600x400/?Nissan+240SX+car
102,Nissan,240SX,1998,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,25,20,2009,4299,https://source.unsplash.com/600x400/?Nissan+240SX+car
103,Nissan,240SX,1998,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,25,20,2009,4693,https://source.unsplash.com/600x400/?Nissan+240SX+car
104,Nissan,240SX,1998,155.0,4.0,MANUAL,rear wheel drive,Performance,Compact,Coupe,25,20,2009,4107,https://source.unsplash.com/600x400/?Nissan+240SX+car
105,Volvo,240,1991,114.0,4.0,MANUAL,rear wheel drive,Luxury,Midsize,Wagon,26,19,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
106,Volvo,240,1991,114.0,4.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Wagon,23,18,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
107,Volvo,240,1991,114.0,4.0,MANUAL,rear wheel drive,Luxury,Midsize,Sedan,26,19,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
108,Volvo,240,1992,114.0,4.0,MANUAL,rear wheel drive,Luxury,Midsize,Sedan,26,19,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
109,Volvo,240,1992,114.0,4.0,MANUAL,rear wheel drive,Luxury,Midsize,Wagon,26,19,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
110,Volvo,240,1992,114.0,4.0,MANUAL,rear wheel drive,Luxury,Midsize,Sedan,26,19,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
111,Volvo,240,1993,114.0,4.0,MANUAL,rear wheel drive,Luxury,Midsize,Sedan,26,19,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
112,Volvo,240,1993,114.0,4.0,MANUAL,rear wheel drive,Luxury,Midsize,Wagon,25,18,870,2000,https://source.unsplash.com/600x400/?Volvo+240+car
113,Mazda,2,2012,100.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,35,29,586,16020,https://source.unsplash.com/600x400/?Mazda+2+car
114,Mazda,2,2012,100.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,35,29,586,14530,https://source.unsplash.com/600x400/?Mazda+2+car
115,Mazda,2,2012,100.0,4.0,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,34,28,586,16860,https://source.unsplash.com/600x400/?Mazda+2+car
116,Mazda,2,2012,100.0,4.0,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,34,28,586,15370,https://source.unsplash.com/600x400/?Mazda+2+car
117,Mazda,2,2013,100.0,4.0,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,34,28,586,17050,https://source.unsplash.com/600x400/?Mazda+2+car
118,Mazda,2,2013,100.0,4.0,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,34,28,586,15560,https://source.unsplash.com/600x400/?Mazda+2+car
119,Mazda,2,2013,100.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,35,29,586,16210,https://source.unsplash.com/600x400/?Mazda+2+car
120,Mazda,2,2013,100.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,35,29,586,14720,https://source.unsplash.com/600x400/?Mazda+2+car
121,Mazda,2,2014,100.0,4.0,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,34,28,586,17050,https://source.unsplash.com/600x400/?Mazda+2+car
122,Mazda,2,2014,100.0,4.0,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,34,28,586,15560,https://source.unsplash.com/600x400/?Mazda+2+car
123,Mazda,2,2014,100.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,35,29,586,16210,https://source.unsplash.com/600x400/?Mazda+2+car
124,Mazda,2,2014,100.0,4.0,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,35,29,586,14720,https://source.unsplash.com/600x400/?Mazda+2+car
125,BMW,3 Series Gran Turismo,2015,300.0,6.0,AUTOMATIC,all wheel drive,"Hatchback, Luxury, Performance",Midsize,4dr Hatchback,30,20,3916,47250,https://source.unsplash.com/600x400/?BMW+3+Series+Gran+Turismo+car
126,BMW,3 Series Gran Turismo,2015,240.0,4.0,AUTOMATIC,all wheel drive,"Hatchback, Luxury",Midsize,4dr Hatchback,33,22,3916,41850,https://source.unsplash.com/600x400/?BMW+3+Series+Gran+Turismo+car
127,BMW,3 Series Gran Turismo,2015,240.0,4.0,AUTOMATIC,all wheel drive,"Hatchback, Luxury",Midsize,4dr Hatchback,33,22,3916,41850,https://source.unsplash.com/600x400/?BMW+3+Series+Gran+Turismo+car
128,BMW,3 Series Gran Turismo,2016,240.0,4.0,AUTOMATIC,all wheel drive,"Hatchback, Luxury",Midsize,4dr Hatchback,34,22,3916,43000,https://source.unsplash.com/600x400/?BMW+3+Series+Gran+Turismo+car
129,BMW,3 Series Gran Turismo,2016,300.0,6.0,AUTOMATIC,all wheel drive,"Hatchback, Luxury, Performance",Midsize,4dr Hatchback,30,20,3916,49200,https://source.unsplash.com/600x400/?BMW+3+Series+Gran+Turismo+car
130,BMW,3 Series Gran Turismo,2017,320.0,6.0,AUTOMATIC,all wheel drive,"Hatchback, Luxury, Performance",Midsize,4dr Hatchback,30,20,3916,49650,https://source.unsplash.com/600x400/?BMW+3+Series+Gran+Turismo+car
131,BMW,3 Series Gran Turismo,2017,248.0,4.0,AUTOMATIC,all wheel drive,"Hatchback, Luxury",Midsize,4dr Hatchback,33,23,3916,43950,https://source.unsplash.com/600x400/?BMW+3+Series+Gran+Turismo+car
132,BMW,3 Series,2015,241.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,33,22,3916,41950,https://source.unsplash.com/600x400/?BMW+3+Series+car
133,BMW,3 Series,2015,335.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance, Hybrid",Midsize,Sedan,33,25,3916,50150,https://source.unsplash.com/600x400/?BMW+3+Series+car
134,BMW,3 Series,2015,240.0,4.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Sedan,35,23,3916,37500,https://source.unsplash.com/600x400/?BMW+3+Series+car
135,BMW,3 Series,2015,300.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Sedan,32,21,3916,43750,https://source.unsplash.com/600x400/?BMW+3+Series+car
136,BMW,3 Series,2015,180.0,4.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Midsize,Sedan,45,32,3916,39000,https://source.unsplash.com/600x400/?BMW+3+Series+car
137,BMW,3 Series,2015,240.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,33,22,3916,39500,https://source.unsplash.com/600x400/?BMW+3+Series+car
138,BMW,3 Series,2015,240.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,33,22,3916,39500,https://source.unsplash.com/600x400/?BMW+3+Series+car
139,BMW,3 Series,2015,180.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,35,23,3916,34950,https://source.unsplash.com/600x400/?BMW+3+Series+car
140,BMW,3 Series,2015,300.0,6.0,AUTOMATIC,all wheel drive,"Luxury, Performance",Midsize,Sedan,30,20,3916,45750,https://source.unsplash.com/600x400/?BMW+3+Series+car
141,BMW,3 Series,2015,180.0,4.0,AUTOMATIC,all wheel drive,"Diesel, Luxury",Midsize,Wagon,43,31,3916,43450,https://source.unsplash.com/600x400/?BMW+3+Series+car
142,BMW,3 Series,2015,240.0,4.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Sedan,35,23,3916,37500,https://source.unsplash.com/600x400/?BMW+3+Series+car
143,BMW,3 Series,2015,180.0,4.0,AUTOMATIC,all wheel drive,"Diesel, Luxury",Midsize,Sedan,43,31,3916,41000,https://source.unsplash.com/600x400/?BMW+3+Series+car
144,BMW,3 Series,2015,180.0,4.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,36,24,3916,32950,https://source.unsplash.com/600x400/?BMW+3+Series+car
145,BMW,3 Series,2016,180.0,4.0,AUTOMATIC,all wheel drive,"Diesel, Luxury",Midsize,Sedan,40,30,3916,41850,https://source.unsplash.com/600x400/?BMW+3+Series+car
146,BMW,3 Series,2016,320.0,6.0,AUTOMATIC,all wheel drive,"Luxury, High-Performance",Midsize,Sedan,33,22,3916,47800,https://source.unsplash.com/600x400/?BMW+3+Series+car
147,BMW,3 Series,2016,180.0,4.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Midsize,Sedan,42,32,3916,39850,https://source.unsplash.com/600x400/?BMW+3+Series+car
148,BMW,3 Series,2016,240.0,4.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Sedan,34,22,3916,38350,https://source.unsplash.com/600x400/?BMW+3+Series+car
149,BMW,3 Series,2016,240.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,34,22,3916,40350,https://source.unsplash.com/600x400/?BMW+3+Series+car
150,BMW,3 Series,2016,240.0,4.0,MANUAL,rear wheel drive,"Luxury, Performance",Midsize,Sedan,34,22,3916,38350,https://source.unsplash.com/600x400/?BMW+3+Series+car
151,BMW,3 Series,2016,240.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,34,22,3916,42650,https://source.unsplash.com/600x400/?BMW+3+Series+car
152,BMW,3 Series,2016,180.0,4.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,36,24,3916,33150,https://source.unsplash.com/600x400/?BMW+3+Series+car
153,BMW,3 Series,2016,180.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,35,23,3916,35150,https://source.unsplash.com/600x400/?BMW+3+Series+car
154,BMW,3 Series,2016,180.0,4.0,AUTOMATIC,all wheel drive,"Diesel, Luxury",Midsize,Wagon,40,30,3916,44150,https://source.unsplash.com/600x400/?BMW+3+Series+car
155,BMW,3 Series,2016,320.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Sedan,33,22,3916,45800,https://source.unsplash.com/600x400/?BMW+3+Series+car
156,BMW,3 Series,2017,248.0,4.0,AUTOMATIC,rear wheel drive,"Luxury, Performance",Midsize,Sedan,34,23,3916,38750,https://source.unsplash.com/600x400/?BMW+3+Series+car
157,BMW,3 Series,2017,180.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,34,23,3916,35450,https://source.unsplash.com/600x400/?BMW+3+Series+car
158,BMW,3 Series,2017,180.0,4.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,35,23,3916,33450,https://source.unsplash.com/600x400/?BMW+3+Series+car
159,BMW,3 Series,2017,248.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,33,23,3916,40750,https://source.unsplash.com/600x400/?BMW+3+Series+car
160,BMW,3 Series,2017,180.0,4.0,AUTOMATIC,all wheel drive,"Diesel, Luxury",Midsize,Sedan,40,30,3916,42250,https://source.unsplash.com/600x400/?BMW+3+Series+car
161,BMW,3 Series,2017,248.0,4.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,33,23,3916,42950,https://source.unsplash.com/600x400/?BMW+3+Series+car
162,BMW,3 Series,2017,180.0,4.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Midsize,Sedan,42,32,3916,40250,https://source.unsplash.com/600x400/?BMW+3+Series+car
163,BMW,3 Series,2017,320.0,6.0,AUTOMATIC,all wheel drive,"Luxury, Performance",Midsize,Sedan,31,21,3916,49900,https://source.unsplash.com/600x400/?BMW+3+Series+car
164,BMW,3 Series,2017,320.0,6.0,AUTOMATIC,rear wheel drive,"Luxury, High-Performance",Midsize,Sedan,32,21,3916,47900,https://source.unsplash.com/600x400/?BMW+3+Series+car
165,BMW,3 Series,2017,180.0,4.0,AUTOMATIC,all wheel drive,"Diesel, Luxury",Midsize,Wagon,40,30,3916,44450,https://source.unsplash.com/600x400/?BMW+3+Series+car
166,Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,19,15,617,2232,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
167,Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Wagon,20,15,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
168,Mercedes-Benz,300-Class,1991,158.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,22,17,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
169,Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,20,15,617,2105,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
170,Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,18,15,617,2199,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
171,Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,22,16,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
172,Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,19,15,617,2124,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
173,Mercedes-Benz,300-Class,1991,228.0,6.0,MANUAL,rear wheel drive,"Luxury, Performance",Compact,Convertible,21,14,617,3552,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
174,Mercedes-Benz,300-Class,1991,217.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Coupe,22,15,617,2179,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
175,Mercedes-Benz,300-Class,1991,121.0,5.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Midsize,Sedan,30,23,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
176,Mercedes-Benz,300-Class,1992,121.0,5.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Midsize,Sedan,29,23,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
177,Mercedes-Benz,300-Class,1992,228.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,17,14,617,2377,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
178,Mercedes-Benz,300-Class,1992,228.0,6.0,MANUAL,rear wheel drive,"Luxury, Performance",Compact,Convertible,21,15,617,3814,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
179,Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,19,15,617,2207,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
180,Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Wagon,20,15,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
181,Mercedes-Benz,300-Class,1992,217.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Coupe,21,15,617,2248,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
182,Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,22,16,617,2065,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
183,Mercedes-Benz,300-Class,1992,148.0,6.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Large,Sedan,22,18,617,2547,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
184,Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,18,15,617,2282,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
185,Mercedes-Benz,300-Class,1992,158.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,23,18,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
186,Mercedes-Benz,300-Class,1993,177.0,6.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Wagon,19,15,617,2544,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
187,Mercedes-Benz,300-Class,1993,217.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Coupe,22,17,617,2397,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
188,Mercedes-Benz,300-Class,1993,121.0,5.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Midsize,Sedan,30,23,617,2000,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
189,Mercedes-Benz,300-Class,1993,228.0,6.0,MANUAL,rear wheel drive,"Luxury, Performance",Compact,Convertible,21,14,617,4174,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
190,Mercedes-Benz,300-Class,1993,217.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,22,17,617,2187,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
191,Mercedes-Benz,300-Class,1993,148.0,6.0,AUTOMATIC,rear wheel drive,"Diesel, Luxury",Large,Sedan,22,18,617,2729,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
192,Mercedes-Benz,300-Class,1993,177.0,6.0,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,19,15,617,2433,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
193,Mercedes-Benz,300-Class,1993,194.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,23,17,617,2247,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
194,Mercedes-Benz,300-Class,1993,228.0,6.0,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,18,14,617,2540,https://source.unsplash.com/600x400/?Mercedes-Benz+300-Class+car
195,Mitsubishi,3000GT,1997,218.0,6.0,MANUAL,front wheel drive,"Hatchback, Performance",Compact,2dr Hatchback,23,17,436,3941,https://source.unsplash.com/600x400/?Mitsubishi+3000GT+car
196,Mitsubishi,3000GT,1997,161.0,6.0,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,22,17,436,3295,https://source.unsplash.com/600x400/?Mitsubishi+3000GT+car
